GRAND,NAME,RIVER,STATE,YEAR,HEIGHT,LEN,AREA_SKM,CAP_MCM,DIS_AVG_LS,MAIN_USE,QUALITY,LONG,LAT
1273,Belton Dam,Leon River,Texas,1954,59,1684,42.6,2314.9,15336,Recreation,2: Good,-97.473818,31.110239
1274,Lower Anacoco Dam,Bayou Anacoco,Louisiana,1951,14,1097,7.61,67.8,6670,Recreation,2: Good,-93.389797,31.095147
1275,Sam Rayburn Dam And Reservoir,Angelina River,Texas,1965,40,3780,380.2,7815.6,88498,Water supply,2: Good,-94.106215,31.064744
1276,Camp Creek Lake Dam,Camp Creek,Texas,1949,15,533,2.36,30.8,644,Recreation,2: Good,-96.286678,31.060179
1269,Toledo Bend,Sabine,Louisiana,1966,34,3155,599.62,6287.7,193925,Hydroelectricity,2: Good,-93.566547,31.174682
1270,Vernon Lake Dam,Bayou Anacoco,Louisiana,1961,19,1463,14.93,119.6,3747,Water supply,2: Good,-93.355208,31.178244
1272,Indian Creek Dam,Indian Creek,Louisiana,1972,12,704,6.64,47.1,2061,Recreation,2: Good,-92.461497,31.129631
1265,Cotile Lake Dam,Cotile Creek,Louisiana,1965,15,1798,6.67,60.7,2624,Recreation,2: Good,-92.723958,31.335643
1266,Sterling C. Robertson Dam,Navasota River,Texas,1978,20,2521,45.33,688.1,10414,Irrigation,2: Good,-96.330328,31.327812
1267,Kincaid Reservoir,Trib. Bayou Boeuf,Louisiana,1972,11,1585,6.7,55.8,1792,Irrigation,2: Good,-92.614682,31.281148
1261,Houston County Lake Dam,Little Elkhart Creek,Texas,1966,19,518,4.8,33.3,1012,Recreation,2: Good,-95.601768,31.410356
1257,Simon Freese Dam,Colorado River,Texas,1989,45,4862,47.05,666.5,9565,Recreation,2: Good,-99.669008,31.502318
1259,Lake Creek Lake Dam,Manos Creek,Texas,1953,16,536,2.01,13.1,194,Flood control,2: Good,-96.985417,31.456916
1260,Lake Kurth Dam,Trib. Angelina River,Texas,1960,12,2621,2.92,33.7,58,Flood control,2: Good,-94.689602,31.447889
1253,Bayou Loco Dam,Bayou Loco,Texas,1977,23,1120,8.18,150.5,2205,Recreation,2: Good,-94.827083,31.590041
1255,Tradinghouse Creek Dam,Tradinghouse Creek,Texas,1968,20,2316,7.06,70.3,596,Flood control,2: Good,-96.979275,31.552083
1250,Fairfield Dam,Big Brown Creek,Texas,1969,23,1326,7.94,87.4,700,Flood control,2: Good,-96.045259,31.810417
1251,Sibley Lake Dam,Youngs Bayou,Louisiana,1962,11,1987,6.94,69.9,1383,Water supply,2: Good,-93.111224,31.753215
1252,Nantachie Lake Dam,Bayou Nantachie,Louisiana,1964,11,168,5.52,43.8,3650,Recreation,2: Good,-92.78125,31.610417
1181,Iron Bridge Dam,Sabine River,Texas,1960,26,8864,137.67,2047.6,18125,Recreation,2: Good,-95.91465,32.814655
1182,Lake Fork Dam,Lake Fork Creek,Texas,1980,25,3840,93.17,1293.3,15032,Recreation,2: Good,-95.531853,32.811369
1183,Rockwall Forney Dam,East Fork of Trinity River,Texas,1969,21,3810,79.89,719.9,19708,Flood control,2: Good,-96.501952,32.802749
1184,Lake Worth Dam,West Fork of Trinity River,Texas,1914,18,975,11.06,118.7,18259,Recreation,2: Good,-97.417708,32.790449
1178,Johnson Creek Dam,Johnson Creek,Texas,1961,18,771,2.14,26.8,256,Flood control,2: Good,-94.555808,32.845254
1179,Hubbard Creek Dam,Hubbard Creek,Texas,1962,34,3834,43.15,888.1,3798,Flood control,2: Good,-98.962026,32.825436
1180,White Rock Dam,White Rock Creek,Texas,1911,14,777,3.9,48.6,1611,Recreation,2: Good,-96.725291,32.816257
1173,North Lake Dam,South Fork of Grapevine Creek,Texas,1957,20,2591,2.64,29.6,150,Flood control,2: Good,-96.970317,32.939468
1174,Ellison Creek Dam,Ellison Creek,Texas,1943,15,1768,4.75,44.4,1485,Other,2: Good,-94.727083,32.91969
1175,Black Bayou Dam,Black Bayou,Louisiana,1955,11,427,7.19,57.4,7683,Recreation,2: Good,-93.896445,32.882747
1176,Morris Sheppard,Brazos River,Texas,1941,57,835,50.64,686.1,21901,Water supply,2: Good,-98.428696,32.869311
1169,Swauano Creek Dam,Swauano Creek,Texas,1975,18,1966,4.21,62,799,Flood control,2: Good,-94.834375,33.047721
1170,Lavon Dam,East Fork of Trinity River,Texas,1953,25,5941,68.48,1136.3,14003,Recreation,2: Good,-96.469792,33.033002
1172,Peacock Site 1-A Tailings Dam,Trib. Peacock Creek,Texas,1983,37,619,0.7,16.4,48,Other,2: Good,-94.680518,32.968956
1167,Franklin County Dam,Big Cypress Creek,Texas,1971,23,1600,11.87,202.3,2630,Recreation,2: Good,-95.14111,33.056322
1168,Lake Erling Dam,Bodcaw,Arkansas,1956,13,1338,21.38,170.5,13729,Water supply,2: Good,-93.523282,33.052991
1161,Graham Dam,Salt Creek,Texas,1958,25,1311,6.07,129.5,913,Other,2: Good,-98.618771,33.135439
1157,Lake Georgia-Pacific Dam,Trib. Saline River,Arkansas,1963,6,8041,6.39,23,657,Recreation,2: Good,-92.041937,33.250144
1158,Lost Creek Dam,Lost Creek,Texas,1991,30,686,1.39,26.9,171,Flood control,2: Good,-98.120395,33.244067
1159,Bridgeport Dam,West Fork of Trinity River,Texas,1931,40,610,40.03,1139.5,7585,Flood control,2: Good,-97.832817,33.221504
1160,Lake Sulphur Springs Dam,White Oak Creek,Texas,1973,10,1408,6.4,42.8,2848,Recreation,2: Good,-95.615628,33.176339
1155,Lake Columbia Dam,Beech Creek,Arkansas,1986,12,1951,9.72,81.5,1616,Water supply,2: Good,-93.402019,33.285474
1156,Lake Chicot Dam North,Offstream Mississippi River,Arkansas,1942,7,764,18.04,55.6,3233,Recreation,2: Good,-91.222841,33.273254
1215,Kepler Creek Dam,Kepler Creek,Louisiana,1958,11,610,6.66,61.7,1845,Recreation,2: Good,-93.152083,32.318569
1216,Squaw Creek Dam,Squaw Creek,Texas,1977,48,1430,10.8,246,652,Recreation,2: Good,-97.760779,32.294346
1209,Lake Cherokee Dam,Cherokee Bayou,Texas,1948,13,1520,9.98,124.6,4760,Recreation,2: Good,-94.603493,32.36481
1210,Lake Leon Dam,Leon River,Texas,1954,27,1128,4.41,89.1,977,Recreation,2: Good,-98.677903,32.363548
1211,Lake Hico,Pearl River,Mississippi,1958,11,4067,1.53,12.5,101,Other,2: Good,-90.203125,32.357458
1212,South Prong Dam,South Prong Waxahachie Creek,Texas,1956,19,1250,1.9,29.2,464,Flood control,2: Good,-96.807717,32.342123
1206,Brandy Branch Cooling Pond Dam,Brandy Branch,Texas,1983,24,975,4.32,47.7,131,Flood control,2: Good,-94.485417,32.432043
1208,De Cordova Bend Dam,Brazos River,Texas,1969,26,671,23.77,296.8,38614,Irrigation,2: Good,-97.690826,32.375842
1201,Lake J.B. Thomas Dam,Colorado River,Texas,1952,32,4420,39.22,444.1,39,Recreation,2: Good,-101.137062,32.585119
1203,Cross Lake Dam and Spillway,Cross Bayou,Louisiana,1925,15,2256,26.22,265.2,8186,Water supply,2: Good,-93.803125,32.513774
1198,Fort Phantom Hill Dam,Big Elm Creek,Texas,1938,26,1158,6.83,156.7,822,Flood control,2: Good,-99.673958,32.613851
1193,Cypress Black Bayou Site 1,Cypress Bayou,Louisiana,1975,15,1859,8.53,95,5212,Recreation,2: Good,-93.660463,32.652475
1189,Cedar Creek,Muddy Cedar Creek,Texas,1955,13,1615,2.39,24.9,332,Recreation,2: Good,-96.175476,32.729052
1190,Lake Arlington Dam,Village Creek,Texas,1955,27,1976,6.51,127.7,1936,Other,2: Good,-97.194987,32.717495
1191,Bayou Darbonne Dam,Bayou Darbonne,Louisiana,1961,16,745,46.94,296,64393,Recreation,2: Good,-92.340731,32.709306
1192,Caddo Dam,Cypress Bayou,Louisiana,1914,16,1135,60.29,931.3,101899,Navigation,2: Good,-93.916361,32.707095
1185,Lake Weatherford Dam,Clear Fork of Trinity River,Texas,1957,23,1236,3.69,46.3,1144,Irrigation,2: Good,-97.677083,32.773196
1187,Lake Claiborne,Bayou Darbonne,Louisiana,1966,22,1676,21.59,246.7,5081,Water supply,2: Good,-92.907282,32.73608
1188,Mountain Creek Dam,Mountain Creek,Texas,1937,14,2499,8.98,87.4,4282,Flood control,2: Good,-96.94375,32.730483
1118,Remmel,Ouachita River,Arkansas,1925,23,277,4.62,41.1,62094,Hydroelectricity,2: Good,-92.895327,34.427549
1120,Waurika Lake,Beaver Creek,Oklahoma,1977,32,5071,37.23,1153.9,4609,Flood control,2: Good,-98.05608,34.239978
1114,Deep Red Run,Deep Red Creek,Oklahoma,1974,20,675,2.72,15.3,312,Flood control,2: Good,-98.885497,34.514873
1116,Carpenter,Ouachita River,Arkansas,1932,34,355,21.07,225.9,58525,Hydroelectricity,2: Good,-93.028,34.443306
1109,Sumner,Pecos River,New Mexico,1936,50,582,6.48,75.6,5209,Irrigation,2: Good,-104.387881,34.608174
1110,Wildhorse Creek Site 39,Black Bear Creek,Oklahoma,1962,16,584,4.8,37.2,422,Flood control,2: Good,-97.672917,34.602083
1111,Wildhorse Creek Site 22,Wildhorse Creek,Oklahoma,1958,16,1265,2.43,32,312,Flood control,2: Good,-97.886156,34.585895
1112,Blakely Mountain Dam,Ouachita River,Arkansas,1953,73,335,144.35,4638.8,43813,Hydroelectricity,2: Good,-93.195081,34.574105
1105,Bear Creek,Bear Creek,Arkansas,1938,16,366,1.34,11.3,461,Recreation,2: Good,-90.694668,34.70802
1106,Lake Coronado Dam,Cedar Creek,Arkansas,1976,27,411,1.1,19.9,353,Recreation,2: Good,-92.953499,34.656319
1108,Balboa,Cedar Creek,Arkansas,1986,15,1904,3.6,41.9,637,Recreation,2: Good,-92.903125,34.624221
1103,Cherokee Sandy Site 17,Cherokee Sandy Creek,Oklahoma,1989,16,1646,3.11,32.4,416,Flood control,2: Good,-97.054833,34.745663
1104,Lawtonka Lake,Medicine Creek,Oklahoma,1954,27,187,8.13,109.4,524,Water supply,2: Good,-98.503305,34.737284
1097,Lake Hinkle Dam,Jones Creek,Arkansas,1971,23,314,3.59,50.6,727,Recreation,2: Good,-94.253762,34.853702
1098,Lake Winona Dam,Alum Fork Creek,Arkansas,1938,35,853,3.76,78,1531,Water supply,2: Good,-92.847966,34.797964
1099,Ellsworth,East Cache Creek,Oklahoma,1961,29,1189,18.81,261.4,1408,Water supply,2: Good,-98.362126,34.795341
1100,Pauls Valley,Washington Creek,Oklahoma,1954,16,792,1.54,15.7,286,Water supply,2: Good,-97.201042,34.769937
1093,Wister Lake,Poteau River,Oklahoma,1949,30,1737,23.71,527.3,26843,Flood control,2: Good,-94.719351,34.939583
1095,Altus,North Fork of Red River,Oklahoma,1944,34,580,20.44,163.8,5793,Irrigation,2: Good,-99.29375,34.889583
1096,Lake Maumelle Dam,Maumelle Creek,Arkansas,1957,20,777,34.99,272.6,4460,Water supply,2: Good,-92.489694,34.856173
1089,Harris Brake Dam,Coffee Creek,Arkansas,1954,8,975,4.57,20.4,330,Recreation,2: Good,-92.768659,34.985226
1090,Lake Conway Dam,Palarm Creek,Arkansas,1950,5,335,20.08,49.6,3613,Water supply,2: Good,-92.40625,34.964583
1091,Konawa Lake,Jumper Creek,Oklahoma,1968,19,1036,4.45,50.6,202,Other,2: Good,-96.703497,34.960417
1149,Amon G Carter Dam,Big Sandy Creek,Texas,1956,22,774,5.59,71.6,1118,Recreation,2: Good,-97.860649,33.460267
1151,Ray Roberts Dam,Elm Fork of Trinity River,Texas,1986,43,4599,68.71,2383,10384,Water supply,2: Good,-97.052189,33.356409
1145,Lake Kickapoo Dam,North Fork of Little Wichita River,Texas,1945,18,2499,17.62,249.2,795,Flood control,2: Good,-98.778238,33.660121
1146,Lake Bonham Dam,Timber Creek,Texas,1969,18,1158,3.06,34.5,605,Flood control,2: Good,-96.136568,33.652035
1147,Valley Lake Dam,Brushy Creek,Texas,1961,17,844,3.06,24.7,201,Flood control,2: Good,-96.364583,33.639583
1141,Lake Crook Dam,Pine Creek,Texas,1923,12,945,4.09,34,1805,Recreation,2: Good,-95.568554,33.724654
1142,Hungerrun Creek Dam,Hunger Run Creek,Arkansas,1993,27,2147,4.46,44.2,384,Fisheries,2: Good,-91.855403,33.70625
1143,Lower White Oak Dam,White Oak Creek,Arkansas,1959,9,865,3.85,30.4,1644,Recreation,2: Good,-93.089472,33.701141
1144,Millwood Dam,Little,Arkansas,1966,28,5350,93.21,2288,148022,Flood control,2: Good,-93.965625,33.694799
1137,Truscott Brine Dam,South Fork of Wichita River,Texas,1983,33,4901,6.24,143.3,58,Other,2: Good,-99.835934,33.796303
1138,Fish Creek Dam,Fish Creek,Texas,1966,28,607,3.75,77.3,994,Flood control,2: Good,-97.216223,33.772917
1133,Farmers Creek Dam,Farmers Creek,Texas,1960,23,1134,4.5,73.6,1123,Recreation,2: Good,-97.654885,33.880186
1134,Pat Mayse Lake,Sanders Creek,Texas,1967,29,2158,21.36,564.7,4559,Flood control,2: Good,-95.557174,33.85427
1135,Denison Dam,Red River,Oklahoma,1944,50,5243,263.1,6406.9,194262,Flood control,2: Good,-96.573487,33.822946
1131,Santa Rosa Dam,Beaver Creek,Texas,1929,14,981,5.02,52.1,862,Irrigation,2: Good,-99.258059,33.938239
1132,Cane Creek,Cane Creek,Arkansas,1989,8,6401,5.48,27.9,371,Recreation,2: Good,-91.76576,33.92812
1125,Narrows Dam,Little Missouri River,Arkansas,1950,60,287,22.41,740.8,10988,Flood control,2: Good,-93.716351,34.149561
1121,Degray Dam,Caddo River,Arkansas,1969,74,1036,45.21,1698.6,19169,Flood control,2: Good,-93.110417,34.216058
1123,Broken Bow Lake,Mountain Fork River,Oklahoma,1967,69,1113,54.42,1976,26800,Flood control,2: Good,-94.684146,34.147952
1124,Dierks,Saline,Arkansas,1975,47,753,4.94,196.7,4505,Flood control,2: Good,-94.09561,34.145695
1054,Salt-Camp Creek Site 12,Trib. Little Deep Fork Creek,Oklahoma,1968,22,719,2.33,18.1,298,Water supply,2: Good,-96.602455,35.795577
1056,Lake Shepherd Springs Dam,Frog Bayou,Arkansas,1954,30,640,1.53,23.6,1863,Water supply,2: Good,-94.116894,35.691075
1049,Carl Blackwell Lake,Stillwater Creek,Oklahoma,1937,22,1311,12.45,146.8,646,Water supply,2: Good,-97.191416,36.139264
1050,Canton Lake,North Canadian River,Oklahoma,1948,21,4615,27.29,473.4,9697,Flood control,2: Good,-98.602083,36.085762
1045,Crown Lake Dam,Bens Creek,Arkansas,1972,28,343,2.41,12,456,Recreation,2: Good,-91.742174,36.195275
1046,Shell,Shell Creek,Oklahoma,1922,20,231,1.85,15.7,295,Water supply,2: Good,-96.180961,36.182306
1047,Stillwater Creek Site 40,North Stillwater Creek,Oklahoma,1971,20,926,4.02,30.5,299,Water supply,2: Good,-97.177188,36.165424
1048,Keystone Lake,Arkansas River,Oklahoma,1964,37,1402,79.63,2063.1,260936,Flood control,2: Good,-96.25625,36.152083
1041,Chimney Rock,Salina Creek,Oklahoma,1968,58,701,2.23,27.8,125,Hydroelectricity,2: Good,-95.104519,36.256308
1042,Norfork,North Fork of White River,Arkansas,1944,76,800,79.42,2446,64257,Flood control,2: Good,-92.238377,36.252069
1043,Little Flint Creek Dam,Little Flint Creek,Arkansas,1977,35,914,1.38,30.1,328,Water supply,2: Good,-94.540719,36.240643
1038,Lake Thunderbird Dam,Big Otter Creek,Arkansas,1962,26,484,0.75,14.2,305,Recreation,2: Good,-91.533051,36.304325
1033,Beaver,White,Arkansas,1963,70,785,71.35,2407.8,36352,Flood control,2: Good,-93.849219,36.422916
1034,Spavinaw,Spavinaw Creek,Oklahoma,1922,23,732,5.68,89.3,8741,Water supply,2: Good,-95.046645,36.384733
1035,Eucha,Spavinaw Creek,Oklahoma,1952,29,61,9.03,146.8,8053,Water supply,2: Good,-94.933731,36.375383
1036,Bull Shoals,White,Arkansas,1951,86,688,153.16,6670.7,226176,Flood control,2: Good,-92.572917,36.365385
1029,Pensacola,Neosho,Oklahoma,1940,46,2001,101.64,2710,236781,Hydroelectricity,2: Good,-95.039609,36.470297
1030,Loch Lomond Dam,Trib. Sugar Creek,Arkansas,1981,29,539,1.4,28.5,319,Recreation,2: Good,-94.31875,36.469741
1031,Sooner,Greasy Creek,Oklahoma,1972,30,1372,21.42,431.7,400,Other,2: Good,-96.994321,36.455897
1032,Oologah Lake,Verdigris River,Oklahoma,1963,42,1319,114.71,1923.3,93714,Flood control,2: Good,-95.679416,36.424078
1026,Table Rock Dam,White,Missouri,1959,79,1958,118.07,4270.3,147921,Flood control,2: Good,-93.311648,36.597936
1027,Fort Supply Lake,Wolf Creek,Oklahoma,1942,26,3848,6.58,124.2,4647,Flood control,2: Good,-99.565839,36.550855
1085,Holdenville City Lake,Trib. Little River,Oklahoma,1931,20,636,1.34,19.2,190,Water supply,2: Good,-96.36841,35.031088
1087,McAlester,Bull Creek,Oklahoma,1930,11,213,5.19,19.9,875,Water supply,2: Good,-95.803563,35.019699
1088,Greenbelt Dam,Salt Fork of Red River,Texas,1968,34,2210,3.74,124,104,Recreation,2: Good,-100.898875,35.00625
1081,Fort Cobb,Cobb Creek,Oklahoma,1958,37,587,14.41,89.5,1243,Water supply,2: Good,-98.456255,35.164589
1082,Beaver Fork Lake Dam,Beaver Fork,Arkansas,1956,10,454,2.78,24.1,252,Water supply,2: Good,-92.448958,35.142229
1084,Blue Mountain,Petit Jean,Arkansas,1947,35,853,11.29,318.2,13724,Flood control,2: Good,-93.651042,35.102957
1077,Eufaula Lake,Canadian River,Oklahoma,1964,35,975,354.96,4718.6,200280,Flood control,2: Good,-95.357937,35.307952
1078,Dardanelle Lock and Dam,Arkansas,Arkansas,1969,27,818,94.3,599.7,1167250,Navigation,2: Good,-93.172917,35.251912
1079,Brewer Lake,Cypress Creek,Arkansas,1983,25,419,3.98,29,953,Water supply,2: Good,-92.597863,35.231364
1080,Norman,Little River,Oklahoma,1964,44,585,20.52,453.3,4019,Water supply,2: Good,-97.219506,35.223344
1073,Ute Dam,Canadian River,New Mexico,1963,40,1990,22.68,497.1,6946,Recreation,2: Good,-103.44804,35.351627
1074,Shawnee City 1,Trib. South Deer Creek,Oklahoma,1936,17,783,4.1,45,311,Water supply,2: Good,-97.067708,35.347337
1075,Robert S. Kerr Lock and Dam,Arkansas River,Oklahoma,1970,23,2204,135.41,648.4,1015982,Navigation,2: Good,-94.778828,35.346223
1076,Stanley Draper,East Elm Creek,Oklahoma,1962,34,2210,9.4,182.6,192,Water supply,2: Good,-97.354997,35.328138
1070,Conchas Dam,Canadian,New Mexico,1940,72,5944,31.46,874.7,4223,Flood control,2: Good,-104.191262,35.40124
1071,Huckleberry Creek Dam,Huckleberry Creek,Arkansas,1995,34,1280,2.01,28.8,173,Water supply,2: Good,-93.189594,35.377094
1072,Shawnee City 2,South Deer Creek,Oklahoma,1960,15,1113,2.14,23.3,190,Water supply,2: Good,-97.069211,35.35662
1065,Ozark Water Supply Lake Dam,South Fork of White Oak Creek,Arkansas,1971,27,722,1.61,20.6,461,Water supply,2: Good,-93.843677,35.530871
1067,Greers Ferry,Little Red,Arkansas,1962,75,519,118.45,3508,37380,Flood control,2: Good,-91.992829,35.520559
1068,Overholser,North Canadian River,Oklahoma,1919,19,-99,6.06,38.4,13935,Water supply,2: Good,-97.668076,35.487041
1061,Hefner,Bluff Creek,Oklahoma,1943,34,-99,9.33,132.5,171,Water supply,2: Good,-97.608768,35.579799
1062,Okfuskee Tributary Site S-1,Salt Creek,Oklahoma,1972,24,1000,3.84,37.4,464,Water supply,2: Good,-96.10625,35.572661
1063,Foss,Washita River,Oklahoma,1960,43,594,24.52,204.2,3327,Water supply,2: Good,-99.186521,35.543961
1064,Okemah Lake,Buckeye Creek,Oklahoma,1962,18,366,2.51,32.3,404,Flood control,2: Good,-96.317177,35.533893
1057,Lake Fort Smith Dam,Frog Bayou,Arkansas,1936,19,579,1.64,18.1,1981,Water supply,2: Good,-94.15052,35.662032
1058,Okmulgee Lake,Salt Creek,Oklahoma,1928,21,634,2.01,31.9,750,Water supply,2: Good,-96.064447,35.623291
1059,Green Leaf Lake,Greenleaf Creek,Oklahoma,1935,15,183,3.29,39.2,2161,Fisheries,2: Good,-95.1825,35.606383
1060,Tenkiller Lake,Illinois River,Oklahoma,1952,60,1506,48.77,1518.2,36661,Flood control,2: Good,-95.037008,35.595392
6865,Winton Dam,Kawishiwi,Minnesota,1923,20,223,22.41,216.8,38314,Hydroelectricity,2: Good,-91.763742,47.932504
6864,Blandin Dam,Mississippi,Minnesota,1916,6,72,1.82,4.9,51594,Hydroelectricity,2: Good,-93.534719,47.231799
