GRAND,NAME,RIVER,STATE,YEAR,HEIGHT,LEN,AREA_SKM,CAP_MCM,DIS_AVG_LS,MAIN_USE,QUALITY,LONG,LAT
451,Flaming Gorge,Green River,Utah,1963,153,580,126.54,4336.3,97626,Water supply,2: Good,-109.420471,40.915665
452,Long Park,Sheep Creek,Utah,1980,34,262,0.74,18,4,Irrigation,2: Good,-109.86875,40.909491
509,Dillon,Blue River,Colorado,1963,94,1798,12.31,376.2,4138,Recreation,2: Good,-106.060416,39.61875
510,Electric Lake Dam,Huntington Creek,Utah,1974,70,280,1.04,43.8,185,Water supply,2: Good,-111.214737,39.602668
505,Ralston,Ralston Creek,Colorado,1937,62,357,0.4,19.6,336,Water supply,2: Good,-105.241537,39.832745
506,Scofield,Price River,Utah,1945,38,579,9.96,81.2,1107,Irrigation,2: Good,-111.12828,39.788265
507,Rifle Gap,Rifle Creek,Colorado,1966,48,580,1.43,15,1288,Irrigation,2: Good,-107.759375,39.628571
501,Marshall Lake,Trib. South Boulder Creek,Colorado,1908,31,722,1.28,15.9,3,Irrigation,2: Good,-105.210434,39.947899
502,Green Mountain,Blue River,Colorado,1942,94,580,6.65,139.1,9539,Irrigation,2: Good,-106.329309,39.876756
503,Mona,Current Creek,Utah,1895,9,65,6.61,37,4854,Irrigation,2: Good,-111.87122,39.875545
504,Standley Lake,Big Dry Creek,Colorado,1913,37,1798,4.88,67.5,80,Irrigation,2: Good,-105.115448,39.872173
497,Williams Fork,Williams Fork River,Colorado,1959,86,183,5.34,125.3,3601,Water supply,2: Good,-106.205943,40.03395
498,Valmont A,Trib. Boulder Creek,Colorado,1962,24,1102,2.15,19.7,10,Water supply,2: Good,-105.185417,40.030292
499,Barker,Middle Boulder Creek,Colorado,1910,53,219,0.44,15.3,453,Water supply,2: Good,-105.486458,39.965712
500,Gross,South Boulder Creek,Colorado,1955,104,332,1.22,58.6,944,Water supply,2: Good,-105.357859,39.949456
493,Soldier Creek,Strawberry River,Utah,1972,83,580,61.13,1390.9,2114,Irrigation,2: Good,-111.028275,40.137146
494,Taylor Draw,White River,Colorado,1984,25,351,1.51,27.4,19126,Flood control,2: Good,-108.7129,40.108072
495,Boulder North Dam,Dry Creek,Colorado,1955,16,808,2.92,21.8,83,Water supply,2: Good,-105.212051,40.081497
496,Yamcolo,Bear River,Colorado,1980,34,579,0.74,15,267,Irrigation,2: Good,-107.047989,40.055812
490,Union,Trib. St. Vrain Creek,Colorado,1933,10,427,2.74,22.6,48,Irrigation,2: Good,-105.046128,40.174675
491,Willow Creek,Willow Creek,Colorado,1952,39,580,1.05,13.8,1005,Irrigation,2: Good,-105.945086,40.147981
492,Granby,Colorado River,Colorado,1949,91,580,24.68,574.3,1936,Irrigation,2: Good,-105.856013,40.139748
486,Button Rock,North Fork of St. Vrain Creek,Colorado,1967,65,284,0.68,25.2,602,Water supply,2: Good,-105.370092,40.21813
487,Shadow Mountain,Colorado River,Colorado,1945,19,582,5.07,22.7,1115,Irrigation,2: Good,-105.84375,40.210417
488,Bor Starvation,Strawberry River,Utah,1970,61,91,11.26,233.1,5871,Water supply,2: Good,-110.444834,40.191264
481,Carter Lake Dam 1,Offstream Big Thompson River,Colorado,1951,65,580,4.16,124.6,11,Irrigation,2: Good,-105.214853,40.326941
482,Big Sand Wash,Big Sand Wash,Utah,1965,34,242,1.33,18,63,Irrigation,2: Good,-110.227662,40.295551
483,North Bottle Hollow,Offstream Uinta River,Utah,1970,23,152,1.71,14.5,6,Recreation,2: Good,-109.878405,40.290901
484,Stagecoach,Offstream Yampa River,Colorado,1989,44,110,2.92,51.4,959,Irrigation,2: Good,-106.833021,40.285105
413,Minidoka,Snake River,Idaho,1905,26,583,30.52,117.4,272162,Irrigation,2: Good,-113.484084,42.667609
414,Soda,Bear River,Idaho,1925,29,150,4.1,19.4,22499,Hydroelectricity,2: Good,-111.694731,42.644502
409,Boulder Lake,Boulder Creek,Wyoming,1964,8,116,6.75,46.6,2201,Irrigation,2: Good,-109.701363,42.83623
410,Shoshone Lake,Shoshone Creek,Wyoming,1959,14,125,2.03,15.9,94,Irrigation,2: Good,-109.017708,42.793246
411,American Falls,Snake River,Idaho,1977,32,583,199.28,2061.5,251532,Irrigation,2: Good,-112.873708,42.779062
412,Laprele,La Prele Creek,Wyoming,1909,41,98,1.43,33.1,803,Irrigation,2: Good,-105.613712,42.718483
405,C.J. Strike,Snake River,Idaho,1952,35,981,25.16,304.7,459401,Hydroelectricity,2: Good,-115.972917,42.947917
407,Fremont Lake,Pine Creek,Wyoming,1993,5,70,19.61,38.1,1709,Irrigation,2: Good,-109.835417,42.90693
408,Lower Salmon,Snake River,Idaho,1949,34,366,2.65,13.4,379220,Hydroelectricity,2: Good,-114.906203,42.839323
402,Blackfoot,Blackfoot River,Idaho,1911,13,93,66.68,505.7,7157,Irrigation,2: Good,-111.713537,43.006451
403,Willow Lake,Lake Creek,Wyoming,1955,6,98,7.03,39.6,608,Irrigation,2: Good,-109.905078,42.995
404,Ray Lake,Offstream Trib. Mill Creek,Wyoming,1925,9,716,1.76,10.7,175,Irrigation,2: Good,-108.819757,42.953073
397,Magic Dam,Big Wood River,Idaho,1910,39,945,12.45,240.5,20639,Hydroelectricity,2: Good,-114.360473,43.256388
398,Bull Lake,Bull Lake Creek,Wyoming,1937,24,582,10.87,187.2,2094,Irrigation,2: Good,-109.044413,43.209951
399,Pilot Butte,Wyoming Canal,Wyoming,1925,20,580,3.05,45.5,85,Irrigation,2: Good,-108.760417,43.195527
400,New Fork Lake,West Fork of New Fork River,Wyoming,1925,9,76,5.03,31.7,605,Irrigation,2: Good,-109.967298,43.089658
393,Boysen,Wind,Wyoming,1951,67,580,74.42,678.3,56618,Flood control,2: Good,-108.177221,43.414157
394,Anderson Ranch,South Fork of Boise River,Idaho,1946,139,580,15.92,521.8,10257,Irrigation,2: Good,-115.447429,43.36022
395,Little Camas Dam,Little Camas Creek,Idaho,1912,13,596,3.42,29.7,529,Irrigation,2: Good,-115.388704,43.350723
396,Palisades,Snake River,Idaho,1956,82,581,59.63,1480.2,103326,Irrigation,2: Good,-111.202028,43.330514
389,Deer Flat Upper,Offstream Boise River,Idaho,1907,23,582,27.75,208.5,508,Irrigation,2: Good,-116.73125,43.584629
390,Ririe,Willow Creek,Idaho,1976,77,580,3.98,99.3,7790,Flood control,2: Good,-111.740813,43.580736
391,Lucky Peak,Boise River,Idaho,1955,104,713,5.75,378.7,29634,Flood control,2: Good,-116.052083,43.526359
392,Little Wood River,Little Wood River,Idaho,1961,52,582,1.83,37,4133,Irrigation,2: Good,-114.028321,43.426524
385,Anchor,South Fork of Owl Creek,Wyoming,1959,64,579,0.65,21.2,930,Irrigation,2: Good,-108.827888,43.663883
386,Owyhee,Owyhee River,Oregon,1931,127,580,40.49,881.9,32208,Irrigation,2: Good,-117.238522,43.639982
387,Arrowrock,Boise River,Idaho,1914,107,580,8.81,353.4,23205,Irrigation,2: Good,-115.921576,43.593558
445,Meeks Cabin,Blacks Fork River,Wyoming,1970,56,582,1.44,36.4,987,Irrigation,2: Good,-110.582609,41.025296
448,Bor Stateline Summit,East Fork of Smiths Fork,Utah,1979,39,792,0.69,17.3,95,Irrigation,2: Good,-110.386982,40.987986
441,Rob Roy,Douglas Creek,Wyoming,1986,46,334,2.67,52.1,122,Water supply,2: Good,-106.260465,41.198489
442,Lost Creek,Lost Creek,Utah,1965,76,580,1.1,24.7,1370,Irrigation,2: Good,-111.39784,41.185867
443,Sulphur Creek,Sulphur Creek,Wyoming,1964,26,1440,1.77,24.4,619,Irrigation,2: Good,-110.830852,41.155854
444,Hog Park Main Dam,Hog Park Creek,Wyoming,1986,36,335,1.97,30.8,75,Water supply,2: Good,-106.861599,41.034694
437,Arthur V. Watkins,Offstream Willard Creek,Utah,1963,11,643,39.39,244.6,949,Irrigation,2: Good,-112.130397,41.376955
438,Pineview,Ogden River,Utah,1936,42,579,9.68,135.7,5218,Flood control,2: Good,-111.841795,41.254826
433,Woodruff Narrows,Bear River,Wyoming,1962,21,189,8.67,70.7,6349,Irrigation,2: Good,-111.018826,41.501721
435,Jerritt Canyon Tailings Dam,Offstream North Fork of Humboldt River,Nevada,1981,49,4267,0.9,29.6,10,Other,2: Good,-115.895135,41.399013
430,Wild Horse Dam,East Fork of Owyhee River,Nevada,1969,27,140,10.04,117.5,1229,Recreation,2: Good,-115.83377,41.684728
431,Hyrum,Little Bear River,Utah,1934,35,579,1.55,17.8,2916,Irrigation,2: Good,-111.871746,41.623799
432,Porcupine,East Fork of Little Bear River,Utah,1962,50,203,0.51,17.9,1025,Irrigation,2: Good,-111.745961,41.519174
425,Lake Viva Naughton Dam,Hams Fork River,Wyoming,1967,25,975,4.66,95.8,1276,Other,2: Good,-110.660417,41.96939
428,Wheatland 2,Laramie River,Wyoming,1901,11,2531,22.62,178.7,4487,Irrigation,2: Good,-105.642093,41.833794
421,Seminoe,North Platte River,Wyoming,1938,90,579,57.2,1254.8,49468,Irrigation,2: Good,-106.906358,42.154838
423,Fontenelle,Green River,Wyoming,1963,42,583,31.32,185.6,56459,Hydroelectricity,2: Good,-110.065625,42.028371
424,Wheatland 1,Offstream Sybille Creek,Wyoming,1960,15,2012,1.43,14.3,9,Irrigation,2: Good,-105.043725,41.997877
417,Hart Lake,,Oregon,1963,6,3048,28.66,64.3,4167,Irrigation,2: Good,-119.856249,42.443132
418,Oneida,Bear River,Idaho,1913,31,139,1.36,14.1,24880,Hydroelectricity,2: Good,-111.746388,42.274419
420,Eden Dike 1,Offstream Little Sandy Creek,Wyoming,1906,9,581,3.09,16.2,62,Irrigation,2: Good,-109.372287,42.238935
350,McKay,McKay Creek,Oregon,1926,50,581,2.53,83.6,2614,Irrigation,2: Good,-118.792708,45.605278
351,Cooney,Red Lodge Creek,Montana,1937,30,689,2.45,29.8,5223,Irrigation,2: Good,-109.203451,45.450494
352,Madison Dam,Madison River,Montana,1907,12,78,13.55,51.9,46995,Hydroelectricity,2: Good,-111.660501,45.447866
345,Como,Rock Creek,Montana,1910,26,777,3.06,47.5,1196,Irrigation,2: Good,-114.236534,46.063822
346,Cold Springs,Offstream Cold Springs Wash,Oregon,1907,35,582,3.38,55,680,Irrigation,2: Good,-119.171723,45.860356
347,West Fork Bitterroot,West Fork of Bitterroot River,Montana,1940,44,244,1.36,55.6,5443,Irrigation,2: Good,-114.281904,45.717058
348,Willow Creek Dam,Willow Creek,Montana,1938,32,138,1.28,32.8,923,Irrigation,2: Good,-111.702358,45.70526
341,Flint Creek Dam,Flint Creek,Montana,1905,14,101,10.35,61.7,653,Water supply,2: Good,-113.278141,46.208565
343,Opportunity Tailings Ponds,Offstream Silver Bow Creek,Montana,1962,11,6096,1.91,11.4,4151,Other,2: Good,-112.782348,46.159241
344,East Fork Rock Creek Dam,East Fork of Rock Creek,Montana,1938,27,328,1.23,24.5,360,Irrigation,2: Good,-113.380592,46.12965
337,North Fork of Smith River Dam,North Fork of Smith River,Montana,1936,28,396,0.73,17.5,1092,Irrigation,2: Good,-110.746167,46.621322
338,Dworshak Dam,North Fork of Clearwater River,Idaho,1973,219,1002,51.94,4391.2,140388,Flood control,2: Good,-116.297014,46.516351
339,Martinsdale North Dam,Trib. Musselshell River,Montana,1939,31,305,3.13,44.4,87,Irrigation,2: Good,-110.269359,46.450783
340,Deadmans Basin Dam,Trib. Musselshell River,Montana,1941,19,454,6.96,123.3,34,Irrigation,2: Good,-109.422917,46.332136
336,Newlan Creek Dam,Newlan Creek,Montana,1977,34,259,0.77,19.2,709,Irrigation,2: Good,-110.937696,46.637258
329,O'Sullivan,Crab Creek,Washington,1948,61,595,60.7,409.9,38165,Flood control,2: Good,-119.264583,46.982823
330,Petrolia,South Fork of Flatwillow Creek,Montana,1951,23,1108,1.26,17.5,103,Irrigation,2: Good,-108.237168,46.940883
331,Nevada Creek Dam,Nevada Creek,Montana,1938,32,330,1.26,21.3,2111,Irrigation,2: Good,-112.809163,46.800985
332,Hauser Dam,Missouri,Montana,1911,38,223,11.86,172.6,173367,Hydroelectricity,2: Good,-111.885127,46.760509
327,Moses Lake South,Crab Creek,Washington,1961,6,579,23.34,61.7,24274,Irrigation,2: Good,-119.33013,47.085252
321,Crow,Crow Creek,Montana,1933,30,274,0.92,12.8,6278,Irrigation,2: Good,-114.229384,47.503721
322,Nilan East Dam,Trib. Elk Creek,Montana,1951,16,308,2.05,19.2,80,Irrigation,2: Good,-112.539583,47.485253
323,Pinto,Offstream Crab Creek,Washington,1947,40,581,3.5,26.1,1404,Irrigation,2: Good,-119.247831,47.448531
381,Upper Sunshine,Greybull,Wyoming,1942,49,351,4.2,80.3,53,Irrigation,2: Good,-109.049863,44.058977
382,Bully Creek,Bully Creek,Oregon,1962,37,582,2.4,37,6287,Irrigation,2: Good,-117.398688,44.01512
383,Agency Valley,North Fork of Malheur River,Oregon,1934,34,581,5.83,73.9,3645,Irrigation,2: Good,-118.155208,43.912118
384,Jackson Lake,Snake River,Wyoming,1911,21,1500,106.11,1076.8,23618,Irrigation,2: Good,-110.591126,43.857485
377,Deadwood,Deadwood River,Idaho,1930,50,579,10.85,199.8,3797,Irrigation,2: Good,-115.645624,44.295039
378,Grassy Lake,Grassy Creek,Wyoming,1938,36,580,1.07,18.7,99,Irrigation,2: Good,-110.817278,44.129764
379,Lower Sunshine,Offstream Sunshine Creek,Wyoming,1972,49,506,3.53,88.6,112,Irrigation,2: Good,-108.981198,44.097302
380,Ashton,Henrys Fork,Idaho,1913,18,69,1.42,12.1,30985,Hydroelectricity,2: Good,-111.496207,44.078935
373,Buffalo Bill,Shoshone River,Wyoming,1909,107,579,25.66,746,7950,Hydroelectricity,2: Good,-109.186819,44.500233
374,Island Park,Henrys Fork,Idaho,1937,29,587,29.04,157,14223,Irrigation,2: Good,-111.394991,44.420051
375,Mann Creek,Mann Creek,Idaho,1966,45,580,0.65,13.7,1422,Irrigation,2: Good,-116.89813,44.39375
376,Willow Creek Reservoir 3,Willow Creek,Oregon,1944,34,201,2.67,60.4,3509,Irrigation,2: Good,-117.674399,44.354561
369,Big Goose Park Main Dam,East Fork of Big Goose Creek,Wyoming,1958,29,390,1.09,15.4,91,Irrigation,2: Good,-107.213542,44.568126
370,Cascade,North Fork of Payette River,Idaho,1947,33,580,94.78,805.5,24798,Irrigation,2: Good,-116.053057,44.523064
